# Residuals         
# Time              	p                   	Ux                  	Uy                  	Uz                  
4734                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4735                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4736                	2.832950764390e-03	8.815275458760e-03	8.822419206940e-03	9.480794445540e-03
4737                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4738                	2.832950764390e-03	8.815275458760e-03	8.822419206940e-03	9.480794445540e-03
4739                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4740                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4741                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4742                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4743                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4744                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4745                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4746                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4747                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4748                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4749                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4750                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4751                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4752                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4753                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4754                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4755                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4756                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4757                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4758                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4759                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4760                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4761                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4762                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4763                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4764                	2.832950764390e-03	8.815275458770e-03	8.822419206940e-03	9.480794445540e-03
4765                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4766                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4767                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4768                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4769                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4770                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4771                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4772                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445540e-03
4773                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4774                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4775                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4776                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4777                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4778                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4779                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4780                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4781                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4782                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4783                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
4784                	2.832950764390e-03	8.815275458770e-03	8.822419206930e-03	9.480794445550e-03
