# Residuals         
# Time              	p                   	Ux                  	Uy                  	Uz                  
313                 	3.758933529790e-03	8.620926859810e-04	2.695172217050e-03	2.492315976370e-03
314                 	3.750192292470e-03	8.529971476180e-04	2.486911620160e-03	2.237375713830e-03
315                 	3.521612873550e-03	8.466692037920e-04	2.794689268500e-03	2.760411805410e-03
316                 	3.572175316350e-03	8.724103702460e-04	2.601295184060e-03	2.380298547900e-03
317                 	3.705306245050e-03	8.453055256820e-04	2.593564442010e-03	2.455043339560e-03
318                 	3.557920243380e-03	8.606614392770e-04	2.695955467260e-03	2.618368409580e-03
319                 	3.685687018160e-03	8.643740412120e-04	2.515072502410e-03	2.198854597820e-03
320                 	3.722630360940e-03	8.276376447540e-04	2.593498526910e-03	2.499531030200e-03
321                 	3.481795436580e-03	8.774411170370e-04	2.745027373180e-03	2.558195371400e-03
322                 	3.733273407980e-03	8.751264561430e-04	2.479031758300e-03	2.228978667690e-03
323                 	3.659558208370e-03	8.432598512270e-04	2.725753673740e-03	2.657166195970e-03
324                 	3.739642790270e-03	8.713113713570e-04	2.657120639710e-03	2.439276237000e-03
325                 	3.734362087320e-03	8.420021330110e-04	2.474175723050e-03	2.286558620590e-03
326                 	3.526594327900e-03	8.519769926320e-04	2.798675123160e-03	2.736975333490e-03
327                 	3.631077283550e-03	8.795355666900e-04	2.552132858460e-03	2.333817488710e-03
328                 	3.669776690150e-03	8.388828314680e-04	2.630570878010e-03	2.533199246290e-03
329                 	3.606498086760e-03	8.499276567820e-04	2.704968304170e-03	2.584737919900e-03
330                 	3.669761890610e-03	8.660194782850e-04	2.497296236840e-03	2.185978155510e-03
331                 	3.677920851920e-03	8.217455809500e-04	2.630220708810e-03	2.563469772150e-03
332                 	3.460381813670e-03	8.662673056340e-04	2.700781939870e-03	2.516139801920e-03
333                 	3.721278693170e-03	8.627728468830e-04	2.466003100420e-03	2.250728917170e-03
334                 	3.602399309730e-03	8.417002701210e-04	2.715521594670e-03	2.641825772900e-03
335                 	3.709422424480e-03	8.675538235020e-04	2.601613089080e-03	2.387920656830e-03
336                 	3.711311656030e-03	8.374853357040e-04	2.483979335120e-03	2.338652857770e-03
337                 	3.583082865890e-03	8.639223373610e-04	2.793188552220e-03	2.682822882770e-03
338                 	3.636216544110e-03	8.789819585880e-04	2.518649104680e-03	2.280900729730e-03
339                 	3.648825330710e-03	8.369988003730e-04	2.657110560110e-03	2.577663837840e-03
340                 	3.599646893700e-03	8.410239548080e-04	2.689109169150e-03	2.535856417040e-03
341                 	3.691687497040e-03	8.488318043070e-04	2.458948063500e-03	2.142273637780e-03
342                 	3.506220491730e-03	8.172709844100e-04	2.671943811430e-03	2.626768013900e-03
343                 	3.458042667040e-03	8.527824162880e-04	2.614561696310e-03	2.430564012270e-03
344                 	3.646970893520e-03	8.526425712370e-04	2.477139477770e-03	2.291010462050e-03
345                 	3.584997739550e-03	8.477504228960e-04	2.675534441950e-03	2.615245288210e-03
346                 	3.630942710050e-03	8.660768060860e-04	2.530888469580e-03	2.323912752750e-03
347                 	3.728686692890e-03	8.281425130370e-04	2.484211396600e-03	2.381684368030e-03
348                 	3.516503947830e-03	8.674026335290e-04	2.752830304120e-03	2.619669761160e-03
349                 	3.712148365340e-03	8.681661765550e-04	2.460170212520e-03	2.194427096420e-03
350                 	3.640221196470e-03	8.436160793280e-04	2.699942887210e-03	2.645852320620e-03
351                 	3.709144588640e-03	8.550865153330e-04	2.692753058920e-03	2.513955693350e-03
352                 	3.752685757380e-03	8.527462102830e-04	2.473615799400e-03	2.186288233470e-03
353                 	3.511411678720e-03	8.332599401090e-04	2.754143084630e-03	2.722601359460e-03
354                 	3.501141274640e-03	8.664575092880e-04	2.609567855620e-03	2.408306252560e-03
355                 	3.678863208560e-03	8.478481584760e-04	2.545672101560e-03	2.382102981330e-03
356                 	3.572620722780e-03	8.537942872830e-04	2.677394388540e-03	2.611354006490e-03
357                 	3.679095355440e-03	8.618195941700e-04	2.529838378650e-03	2.244233220200e-03
358                 	3.702609121170e-03	8.287456259230e-04	2.554772969810e-03	2.459438842820e-03
359                 	3.491816616630e-03	8.741210977880e-04	2.745142095490e-03	2.580908074010e-03
360                 	3.734698087520e-03	8.705362167900e-04	2.464761973940e-03	2.194758379010e-03
361                 	3.686599394810e-03	8.439462121370e-04	2.721673324990e-03	2.663219904150e-03
362                 	3.740616333140e-03	8.708834110160e-04	2.694186414720e-03	2.490717773700e-03
363                 	3.766357976370e-03	8.492282830620e-04	2.477558850130e-03	2.250947046860e-03
364                 	3.531140388370e-03	8.495487677350e-04	2.801723492050e-03	2.756505500690e-03
365                 	3.601942777930e-03	8.758857154740e-04	2.593374812530e-03	2.371376884190e-03
366                 	3.676641418400e-03	8.467448445890e-04	2.610227199960e-03	2.489685967800e-03
367                 	3.592298034170e-03	8.569832181110e-04	2.693418263270e-03	2.608479506270e-03
368                 	3.680944862910e-03	8.677144084200e-04	2.512391445510e-03	2.192463395060e-03
369                 	3.730931736890e-03	8.271635821710e-04	2.612902461710e-03	2.526566700680e-03
370                 	3.453671996470e-03	8.778682840660e-04	2.742845544200e-03	2.557231679370e-03
371                 	3.743261420710e-03	8.670497500520e-04	2.462772884310e-03	2.224847952870e-03
372                 	3.634111090150e-03	8.397935838450e-04	2.729168615850e-03	2.652358113160e-03
373                 	3.736250946530e-03	8.693521481560e-04	2.653658497180e-03	2.421939126910e-03
374                 	3.694847694960e-03	8.437290952680e-04	2.480901611670e-03	2.304853021940e-03
375                 	3.543681022900e-03	8.535493950390e-04	2.790816090740e-03	2.715636931150e-03
376                 	3.623979540060e-03	8.774930846760e-04	2.538275088100e-03	2.309678699830e-03
377                 	3.660297234450e-03	8.365879282990e-04	2.636999235190e-03	2.543853085490e-03
378                 	3.563469101140e-03	8.463873932250e-04	2.696951287070e-03	2.573300705840e-03
379                 	3.687979555150e-03	8.576308235520e-04	2.470294157590e-03	2.157416029520e-03
380                 	3.630952691020e-03	8.199648988350e-04	2.642636791730e-03	2.572528818160e-03
381                 	3.472841576860e-03	8.620315186810e-04	2.679229617210e-03	2.493303690180e-03
382                 	3.690854610160e-03	8.658435158830e-04	2.473647086100e-03	2.281019934840e-03
383                 	3.620985068770e-03	8.479077635160e-04	2.688794195570e-03	2.626132378330e-03
384                 	3.671547563710e-03	8.684373006680e-04	2.574428434640e-03	2.371975417930e-03
385                 	3.715184267540e-03	8.304486009130e-04	2.476745858700e-03	2.344764026530e-03
386                 	3.532301521190e-03	8.601582878790e-04	2.761978808780e-03	2.654335570200e-03
387                 	3.659249965080e-03	8.675915387890e-04	2.475611538310e-03	2.232133551790e-03
388                 	3.631371691220e-03	8.356220643740e-04	2.664731109980e-03	2.593508378640e-03
389                 	3.636262636510e-03	8.415960697000e-04	2.688892726660e-03	2.520912807170e-03
390                 	3.691868804890e-03	8.525196095570e-04	2.463179144610e-03	2.162925544460e-03
391                 	3.499194790810e-03	8.189493676470e-04	2.685822814090e-03	2.654408559600e-03
392                 	3.455280160340e-03	8.521217177940e-04	2.601698219630e-03	2.410226653570e-03
393                 	3.654663547740e-03	8.472784853180e-04	2.488920390680e-03	2.307356975290e-03
394                 	3.559989869980e-03	8.479680018190e-04	2.669861308300e-03	2.608313129370e-03
395                 	3.673592185150e-03	8.631013484360e-04	2.525061091500e-03	2.290626086740e-03
396                 	3.744255375230e-03	8.344787340060e-04	2.511337422750e-03	2.407602503360e-03
397                 	3.550161881680e-03	8.787891018120e-04	2.771798930980e-03	2.624734070460e-03
398                 	3.710929022200e-03	8.798347479200e-04	2.480698183290e-03	2.216636748660e-03
399                 	3.688619559220e-03	8.471363741810e-04	2.707008627990e-03	2.653974023000e-03
400                 	3.722382024620e-03	8.605175642200e-04	2.702735858880e-03	2.513815584840e-03
401                 	3.765744249000e-03	8.493714965010e-04	2.482046759160e-03	2.197977664470e-03
402                 	3.504001474900e-03	8.419474874230e-04	2.781812746260e-03	2.748567238870e-03
403                 	3.555301055580e-03	8.700597120200e-04	2.605923470000e-03	2.396114246030e-03
404                 	3.691951384750e-03	8.496496379430e-04	2.574035688290e-03	2.419712937170e-03
405                 	3.599797270950e-03	8.614524893140e-04	2.700628181650e-03	2.624960394280e-03
406                 	3.656485571610e-03	8.681281165370e-04	2.537215714430e-03	2.240434430480e-03
407                 	3.731400559400e-03	8.262983821120e-04	2.567653601590e-03	2.476114106680e-03
408                 	3.458916522470e-03	8.743101708720e-04	2.745267556970e-03	2.567721820860e-03
409                 	3.730688352920e-03	8.671692718550e-04	2.457441192860e-03	2.190776971960e-03
410                 	3.641017666490e-03	8.432887037730e-04	2.723038923810e-03	2.665669021290e-03
411                 	3.759842153590e-03	8.695830853710e-04	2.682610882560e-03	2.461778221790e-03
412                 	3.757944151420e-03	8.492932074100e-04	2.484078568140e-03	2.267858294940e-03
413                 	3.541249812210e-03	8.528438607720e-04	2.812928972040e-03	2.766879068360e-03
414                 	3.596270909900e-03	8.866743363300e-04	2.595216665350e-03	2.380935611740e-03
415                 	3.694763147990e-03	8.457745470740e-04	2.623754929620e-03	2.510629894340e-03
416                 	3.578385592070e-03	8.557602963150e-04	2.701305069970e-03	2.605008914330e-03
417                 	3.684410127320e-03	8.626544209980e-04	2.501282366130e-03	2.176871518980e-03
418                 	3.693061497360e-03	8.255943775400e-04	2.624030156460e-03	2.540169878300e-03
419                 	3.480966746860e-03	8.717540944060e-04	2.725275647670e-03	2.535611478140e-03
420                 	3.762775404080e-03	8.700505359410e-04	2.476980145980e-03	2.244716879900e-03
421                 	3.659759604010e-03	8.457019208030e-04	2.742285004410e-03	2.655673309370e-03
422                 	3.710841055030e-03	8.750573598430e-04	2.652701895920e-03	2.431699878830e-03
423                 	3.723843687970e-03	8.412589841660e-04	2.478896999330e-03	2.318892653130e-03
424                 	3.564220632560e-03	8.564623628890e-04	2.793027364320e-03	2.700709753700e-03
425                 	3.644681761540e-03	8.761510609280e-04	2.522409764490e-03	2.290906350770e-03
426                 	3.621529303670e-03	8.376506593460e-04	2.645611933830e-03	2.569296529060e-03
427                 	3.596966755330e-03	8.426367253450e-04	2.690492940190e-03	2.555418778960e-03
428                 	3.695661748210e-03	8.587117563920e-04	2.472077561380e-03	2.162407614500e-03
429                 	3.608064439880e-03	8.215155593370e-04	2.662355605460e-03	2.602958273640e-03
430                 	3.437858959750e-03	8.623626266310e-04	2.666931056200e-03	2.489888900310e-03
431                 	3.673522107680e-03	8.558233392490e-04	2.462673400870e-03	2.275331883080e-03
432                 	3.579557550400e-03	8.431623908670e-04	2.682443861790e-03	2.616314031730e-03
433                 	3.665284952170e-03	8.639578462320e-04	2.546968335080e-03	2.342585893200e-03
434                 	3.681280781920e-03	8.319117725880e-04	2.480368032480e-03	2.361063522710e-03
435                 	3.539507902800e-03	8.615859660710e-04	2.750026386000e-03	2.634521146550e-03
436                 	3.667471997860e-03	8.685068485150e-04	2.468831128870e-03	2.216013601410e-03
437                 	3.652879113180e-03	8.393118560130e-04	2.680312335110e-03	2.607969323000e-03
438                 	3.624797443580e-03	8.468166644380e-04	2.691665567810e-03	2.524347260310e-03
439                 	3.727835838280e-03	8.472027872920e-04	2.457854875830e-03	2.154743981480e-03
440                 	3.493838185550e-03	8.228766159360e-04	2.719134516330e-03	2.680397042920e-03
441                 	3.496988413330e-03	8.575939409760e-04	2.598912579010e-03	2.403340144670e-03
442                 	3.645236352560e-03	8.529529511610e-04	2.518664571280e-03	2.349390837170e-03
443                 	3.592871530320e-03	8.507155704610e-04	2.672809563800e-03	2.611351072270e-03
444                 	3.661187371280e-03	8.660617453730e-04	2.533119043610e-03	2.277408972700e-03
445                 	3.738063170890e-03	8.311419972920e-04	2.526652101610e-03	2.426007716330e-03
446                 	3.483697986190e-03	8.760066474760e-04	2.758530969310e-03	2.609198230380e-03
447                 	3.728601953770e-03	8.677794841470e-04	2.448025903730e-03	2.183701506920e-03
448                 	3.663607838860e-03	8.392600988710e-04	2.713632123950e-03	2.659969454100e-03
449                 	3.755326781870e-03	8.608866135300e-04	2.698038211430e-03	2.496872053580e-03
450                 	3.750919679880e-03	8.538589044640e-04	2.488497487200e-03	2.231786698630e-03
451                 	3.522849190920e-03	8.456652172320e-04	2.793600645340e-03	2.759468839590e-03
452                 	3.566498878500e-03	8.719400737060e-04	2.605372420400e-03	2.385462473730e-03
453                 	3.704600855900e-03	8.462910439980e-04	2.589004532010e-03	2.447483396650e-03
454                 	3.560115135350e-03	8.609871113600e-04	2.696133069650e-03	2.618711538530e-03
455                 	3.683793592240e-03	8.644233549240e-04	2.518946593080e-03	2.206233750850e-03
456                 	3.722418875730e-03	8.277271222770e-04	2.590443096650e-03	2.494431806890e-03
457                 	3.481300529290e-03	8.774321588490e-04	2.748766610970e-03	2.562003373020e-03
458                 	3.729473833440e-03	8.752531708120e-04	2.478826449530e-03	2.225542073310e-03
459                 	3.662088473840e-03	8.438772218530e-04	2.725761208290e-03	2.658431212830e-03
460                 	3.743536994660e-03	8.713116029560e-04	2.663391313680e-03	2.444085282880e-03
461                 	3.738985195550e-03	8.431174392210e-04	2.476303600700e-03	2.282854582300e-03
462                 	3.526842431550e-03	8.517620857420e-04	2.801998388800e-03	2.742935401740e-03
463                 	3.627958948000e-03	8.802250293310e-04	2.558475324080e-03	2.340913724900e-03
464                 	3.673377863230e-03	8.403034259800e-04	2.629252389330e-03	2.528901050130e-03
465                 	3.608634498660e-03	8.516739125350e-04	2.708088832680e-03	2.591042200910e-03
466                 	3.669029062010e-03	8.673084207590e-04	2.502306208160e-03	2.190129519730e-03
467                 	3.689893252960e-03	8.224935977890e-04	2.629256606510e-03	2.558468670770e-03
468                 	3.463144127880e-03	8.678396560670e-04	2.708009484970e-03	2.522337604810e-03
469                 	3.727879891880e-03	8.634647241460e-04	2.465713563470e-03	2.247907848920e-03
470                 	3.609280544350e-03	8.413138115840e-04	2.721329926000e-03	2.644918388350e-03
471                 	3.712657591540e-03	8.679340377480e-04	2.611120445120e-03	2.394450989180e-03
472                 	3.705498848160e-03	8.385760271910e-04	2.485822513170e-03	2.334384135530e-03
473                 	3.585927409550e-03	8.627940901790e-04	2.798394298470e-03	2.688454432050e-03
474                 	3.635218167690e-03	8.791381861170e-04	2.524209622210e-03	2.284860707880e-03
475                 	3.649738716390e-03	8.371199661340e-04	2.656733946470e-03	2.572985231040e-03
476                 	3.596196399030e-03	8.416391798070e-04	2.691779932240e-03	2.541424952860e-03
477                 	3.688674239500e-03	8.509526470590e-04	2.462451350470e-03	2.144983998780e-03
478                 	3.521669770770e-03	8.176724535720e-04	2.668637705980e-03	2.619648805950e-03
479                 	3.457762241620e-03	8.537247522810e-04	2.621950007290e-03	2.439693779450e-03
480                 	3.657103261540e-03	8.536298738640e-04	2.474103598820e-03	2.287991653350e-03
481                 	3.593574551980e-03	8.479050532690e-04	2.681383742800e-03	2.617371931590e-03
482                 	3.629321476880e-03	8.680083148920e-04	2.537830083780e-03	2.339456501760e-03
483                 	3.725447492920e-03	8.290481072590e-04	2.481662701070e-03	2.376075207890e-03
484                 	3.517823466110e-03	8.655134809690e-04	2.753303089620e-03	2.620249020810e-03
485                 	3.703107101090e-03	8.659546213930e-04	2.457485175890e-03	2.193423574330e-03
486                 	3.635570149560e-03	8.413539581710e-04	2.693625786770e-03	2.635649724200e-03
487                 	3.693149716440e-03	8.530574648700e-04	2.692718849400e-03	2.514922142790e-03
488                 	3.750017231780e-03	8.533274389030e-04	2.471183694590e-03	2.181932345970e-03
489                 	3.513972831250e-03	8.333625381110e-04	2.752354677990e-03	2.720188635020e-03
490                 	3.495727688810e-03	8.662225365980e-04	2.612981355590e-03	2.412280100970e-03
491                 	3.677364374850e-03	8.486864597770e-04	2.540038776580e-03	2.373707083070e-03
492                 	3.574577629500e-03	8.530959107530e-04	2.677580019140e-03	2.610286344850e-03
493                 	3.680335754430e-03	8.616390027880e-04	2.531004084760e-03	2.250150131070e-03
494                 	3.707593398340e-03	8.289539339870e-04	2.551986660270e-03	2.453649543440e-03
495                 	3.497743150550e-03	8.740592408780e-04	2.749513330250e-03	2.587130363970e-03
496                 	3.736670647360e-03	8.715454195740e-04	2.465487627290e-03	2.195262542780e-03
497                 	3.691029787680e-03	8.458143498190e-04	2.728099503890e-03	2.669341300850e-03
498                 	3.741414864240e-03	8.711988854100e-04	2.702222179210e-03	2.500179543670e-03
499                 	3.771108149090e-03	8.507060415290e-04	2.480072188170e-03	2.246462614760e-03
500                 	3.533594714620e-03	8.493082566680e-04	2.803782963060e-03	2.758498847900e-03
501                 	3.598773976610e-03	8.754789530950e-04	2.597347750610e-03	2.374920479990e-03
502                 	3.681552631190e-03	8.475382931110e-04	2.606061314790e-03	2.482615530590e-03
503                 	3.592329912140e-03	8.579975759170e-04	2.695371558240e-03	2.612252761470e-03
504                 	3.683030707500e-03	8.683822849860e-04	2.517261716960e-03	2.197409196620e-03
505                 	3.736106958930e-03	8.292272224810e-04	2.614525407440e-03	2.526389352320e-03
506                 	3.458426608140e-03	8.795069218710e-04	2.750776857200e-03	2.565646678080e-03
507                 	3.746200250160e-03	8.681043274970e-04	2.465002143370e-03	2.223572080640e-03
508                 	3.637029177950e-03	8.400644478270e-04	2.732006215020e-03	2.654756190750e-03
509                 	3.738938966700e-03	8.692144675140e-04	2.659674703170e-03	2.425754941050e-03
510                 	3.699069562670e-03	8.440298839480e-04	2.481193723630e-03	2.299523713640e-03
511                 	3.537098185910e-03	8.524863311630e-04	2.793662362060e-03	2.721147109610e-03
512                 	3.623354788020e-03	8.780844634580e-04	2.544156570430e-03	2.316007512690e-03
513                 	3.665316393120e-03	8.389232983770e-04	2.639646228590e-03	2.543303845810e-03
514                 	3.566716086300e-03	8.492928415180e-04	2.701864700450e-03	2.582912934290e-03
515                 	3.692117305790e-03	8.597715991030e-04	2.475067288400e-03	2.161270011250e-03
516                 	3.645208030020e-03	8.210909012510e-04	2.642507392150e-03	2.568277153380e-03
517                 	3.481227324280e-03	8.628050807010e-04	2.686969142420e-03	2.500172417670e-03
518                 	3.701185820950e-03	8.681918423220e-04	2.476744852450e-03	2.273904140590e-03
519                 	3.632152612250e-03	8.483293540080e-04	2.699244841890e-03	2.630969961040e-03
520                 	3.688930659250e-03	8.710544176670e-04	2.589744251880e-03	2.383437571740e-03
521                 	3.720461659810e-03	8.342935745750e-04	2.487042004930e-03	2.348549596030e-03
522                 	3.541704137920e-03	8.626631746440e-04	2.775327261950e-03	2.668094240750e-03
523                 	3.660315072180e-03	8.710004838780e-04	2.486277114580e-03	2.244639249120e-03
524                 	3.631473427260e-03	8.367730984020e-04	2.664427169650e-03	2.592321697990e-03
525                 	3.629492647360e-03	8.404863425510e-04	2.689412625310e-03	2.523157118990e-03
526                 	3.684833222970e-03	8.531940035870e-04	2.463589784550e-03	2.161233732120e-03
527                 	3.506697456480e-03	8.183112569260e-04	2.682692007930e-03	2.647440382650e-03
528                 	3.452793357160e-03	8.524286538290e-04	2.608611169390e-03	2.416947075690e-03
529                 	3.654042804910e-03	8.486872434490e-04	2.486445227310e-03	2.302286412760e-03
530                 	3.559876517300e-03	8.479709513830e-04	2.672968447060e-03	2.610308851180e-03
531                 	3.669293448810e-03	8.633126025130e-04	2.525077680840e-03	2.297744965850e-03
532                 	3.740089211780e-03	8.338652957400e-04	2.506740677600e-03	2.400693720580e-03
533                 	3.553480918460e-03	8.765447950380e-04	2.771089744660e-03	2.625341751760e-03
534                 	3.705851236640e-03	8.788991386660e-04	2.479981547440e-03	2.216713772700e-03
535                 	3.685085677100e-03	8.464789033740e-04	2.705822871890e-03	2.651797847070e-03
536                 	3.716352014370e-03	8.595660938230e-04	2.703462808780e-03	2.516838838490e-03
537                 	3.762076269920e-03	8.494972131020e-04	2.480458593350e-03	2.192740920830e-03
538                 	3.501377771420e-03	8.401433664270e-04	2.776413827710e-03	2.743042124450e-03
539                 	3.546607100750e-03	8.686926203570e-04	2.605624291930e-03	2.397419420600e-03
540                 	3.693968928620e-03	8.495916011790e-04	2.567701299240e-03	2.410763118340e-03
541                 	3.603623241840e-03	8.611368344400e-04	2.701037851030e-03	2.624399357720e-03
542                 	3.658063371030e-03	8.695786672660e-04	2.541513934600e-03	2.250993904010e-03
543                 	3.735671801870e-03	8.273415425800e-04	2.564215218190e-03	2.472594506490e-03
544                 	3.465241226550e-03	8.744214034960e-04	2.747848863480e-03	2.570557878990e-03
545                 	3.727853293420e-03	8.665138149930e-04	2.456366144480e-03	2.188180638680e-03
546                 	3.644916318590e-03	8.424524298090e-04	2.720624413630e-03	2.664154574940e-03
547                 	3.758945390660e-03	8.698338354010e-04	2.679524222850e-03	2.467644115100e-03
548                 	3.753093021020e-03	8.500015864780e-04	2.480115817810e-03	2.264547552280e-03
549                 	3.537782474120e-03	8.530376964990e-04	2.815240432930e-03	2.771042611080e-03
550                 	3.591313410370e-03	8.856562460120e-04	2.596519472230e-03	2.379372117490e-03
551                 	3.695428179370e-03	8.457926103420e-04	2.620965916480e-03	2.504050822880e-03
552                 	3.577368695600e-03	8.562396320800e-04	2.701966091440e-03	2.606639092460e-03
553                 	3.684133919060e-03	8.630458920660e-04	2.505821779680e-03	2.179869671810e-03
554                 	3.695749501030e-03	8.266447703390e-04	2.622785836140e-03	2.536089468890e-03
555                 	3.483150604080e-03	8.724934203470e-04	2.728473946680e-03	2.536232307860e-03
556                 	3.763645705580e-03	8.708254822190e-04	2.476490654080e-03	2.241405715390e-03
557                 	3.660885078600e-03	8.456549173080e-04	2.743452339630e-03	2.656929897420e-03
558                 	3.709251788610e-03	8.754983752100e-04	2.657236400950e-03	2.435231527310e-03
559                 	3.721716060000e-03	8.416278074810e-04	2.477763162880e-03	2.313904200450e-03
560                 	3.559793784940e-03	8.553171707150e-04	2.792663485610e-03	2.702788196840e-03
561                 	3.641994627820e-03	8.759066779360e-04	2.524669063070e-03	2.293342628300e-03
562                 	3.624366094080e-03	8.373250618360e-04	2.641556261120e-03	2.563205382930e-03
563                 	3.591105445660e-03	8.426848372770e-04	2.690627288540e-03	2.557104802090e-03
564                 	3.685765688600e-03	8.592145628210e-04	2.473550572050e-03	2.162996460840e-03
565                 	3.614146033840e-03	8.209233255990e-04	2.657319781060e-03	2.596564043950e-03
566                 	3.435261820200e-03	8.618250091130e-04	2.670057764410e-03	2.490369703420e-03
567                 	3.677981057290e-03	8.560645409570e-04	2.460121487750e-03	2.271303678250e-03
568                 	3.582129634120e-03	8.429003320930e-04	2.685115682190e-03	2.618088893640e-03
569                 	3.669753358060e-03	8.653242766880e-04	2.552985028440e-03	2.348826140710e-03
570                 	3.681124324370e-03	8.330922150670e-04	2.480741708630e-03	2.358627521630e-03
571                 	3.542974997990e-03	8.607228126210e-04	2.751885898330e-03	2.637048976360e-03
572                 	3.671292560500e-03	8.683881706860e-04	2.472400941290e-03	2.219779967890e-03
573                 	3.654148377140e-03	8.392795901930e-04	2.680112262980e-03	2.605058330920e-03
574                 	3.617599298860e-03	8.470357244790e-04	2.694835408000e-03	2.530792224250e-03
575                 	3.727441603240e-03	8.484442193750e-04	2.457581488690e-03	2.153570904440e-03
576                 	3.495601846520e-03	8.222505385930e-04	2.715774102300e-03	2.674204426270e-03
577                 	3.490322876910e-03	8.565201717850e-04	2.600732422670e-03	2.404922602960e-03
578                 	3.644457398680e-03	8.530933694330e-04	2.514134608880e-03	2.343189611700e-03
579                 	3.591935935220e-03	8.504897862520e-04	2.674288399690e-03	2.611496299020e-03
580                 	3.664423761160e-03	8.667893571630e-04	2.534633153360e-03	2.282136523120e-03
581                 	3.741554364180e-03	8.329524087600e-04	2.527525182360e-03	2.424320986410e-03
582                 	3.492761545010e-03	8.772141596740e-04	2.764933633470e-03	2.616784869390e-03
583                 	3.734294076300e-03	8.695109179070e-04	2.452240993060e-03	2.186770336810e-03
584                 	3.666734782570e-03	8.408287111670e-04	2.717044332490e-03	2.661727348710e-03
585                 	3.756373407140e-03	8.602956696740e-04	2.702977452530e-03	2.502699166920e-03
586                 	3.755195832160e-03	8.548486015070e-04	2.491767944370e-03	2.228888471460e-03
587                 	3.524615579810e-03	8.459494302110e-04	2.795223674860e-03	2.760509275230e-03
588                 	3.565660236840e-03	8.721636770070e-04	2.609480894340e-03	2.389930994850e-03
589                 	3.708267386970e-03	8.478045913520e-04	2.588827491310e-03	2.444266625740e-03
590                 	3.564219281310e-03	8.620979263800e-04	2.698615451200e-03	2.621911520730e-03
591                 	3.684758834160e-03	8.650735220300e-04	2.523312629630e-03	2.213691519510e-03
592                 	3.724858478100e-03	8.281080252980e-04	2.588458172540e-03	2.490347858880e-03
593                 	3.482973033770e-03	8.774715134670e-04	2.751235353280e-03	2.564249435730e-03
594                 	3.729281769370e-03	8.756899227950e-04	2.478760298670e-03	2.223083357250e-03
595                 	3.664909559990e-03	8.445474195640e-04	2.725841905400e-03	2.660887877960e-03
596                 	3.747292603580e-03	8.716220918920e-04	2.667788123130e-03	2.449895744530e-03
597                 	3.742821994070e-03	8.439682412780e-04	2.477750437550e-03	2.279903036620e-03
598                 	3.526162347100e-03	8.519866022340e-04	2.803191035850e-03	2.746800771370e-03
599                 	3.627006301580e-03	8.806557096270e-04	2.562561740470e-03	2.345657311900e-03
600                 	3.676658804260e-03	8.412964069010e-04	2.628474797100e-03	2.524899172000e-03
601                 	3.606771577090e-03	8.524064536400e-04	2.707815875090e-03	2.593864609980e-03
602                 	3.668606072770e-03	8.678284227400e-04	2.504340046170e-03	2.191242484530e-03
603                 	3.697984076540e-03	8.233879225780e-04	2.628156722400e-03	2.555600942320e-03
604                 	3.466141450830e-03	8.692503660020e-04	2.714397693190e-03	2.527012451920e-03
605                 	3.735190339220e-03	8.644956990490e-04	2.468210158620e-03	2.246659585150e-03
606                 	3.612385020750e-03	8.420073563170e-04	2.725574783440e-03	2.647673278700e-03
607                 	3.717245190660e-03	8.688819419270e-04	2.618853799510e-03	2.398835897290e-03
608                 	3.708442483990e-03	8.393469033790e-04	2.484772352220e-03	2.330789059290e-03
609                 	3.581113949980e-03	8.623119864100e-04	2.799548644440e-03	2.694036666300e-03
610                 	3.632752047590e-03	8.798678874860e-04	2.527858611810e-03	2.292373019600e-03
611                 	3.650675568380e-03	8.364501523680e-04	2.653387803220e-03	2.570308265360e-03
612                 	3.591105769360e-03	8.415583028970e-04	2.690490428610e-03	2.543329241050e-03
613                 	3.686174985630e-03	8.505844671190e-04	2.461374049210e-03	2.144131656920e-03
614                 	3.535964153120e-03	8.166365876690e-04	2.665338426420e-03	2.613344118950e-03
615                 	3.455738160960e-03	8.544123946670e-04	2.626933510860e-03	2.446422733530e-03
616                 	3.651878617500e-03	8.544730785250e-04	2.472061619820e-03	2.285703266640e-03
617                 	3.594748615580e-03	8.473291806160e-04	2.682046232720e-03	2.618380691250e-03
618                 	3.627652048360e-03	8.673370060920e-04	2.537060505680e-03	2.339926938980e-03
619                 	3.716830455750e-03	8.283733593270e-04	2.478556917730e-03	2.371393239020e-03
620                 	3.518297055170e-03	8.639948027660e-04	2.751960396800e-03	2.621860819440e-03
621                 	3.695968487290e-03	8.655503085890e-04	2.456467589310e-03	2.195870460510e-03
622                 	3.624168377990e-03	8.410962786320e-04	2.689219114980e-03	2.630448515880e-03
623                 	3.688826200910e-03	8.505463574020e-04	2.687408049300e-03	2.513917976820e-03
624                 	3.747592537870e-03	8.523239619900e-04	2.469283574990e-03	2.177964803630e-03
625                 	3.512826492980e-03	8.308924856340e-04	2.744926862390e-03	2.711675318590e-03
626                 	3.495533785780e-03	8.653207308860e-04	2.614439699180e-03	2.416171147480e-03
627                 	3.677352349850e-03	8.490001893880e-04	2.535918615140e-03	2.368508112070e-03
628                 	3.574850841140e-03	8.527455681990e-04	2.677270925620e-03	2.609481927020e-03
629                 	3.679538383480e-03	8.614756408920e-04	2.529854692030e-03	2.253208074710e-03
